[2020-11-18 04:02:11]	select * from _tbl_store_types where IsActive='1'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSAN00057'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTPRE00029'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTMOH00064'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTAYU00065'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTHUM00066'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='212'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTPRE00030'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTMAD00055'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTKAR00058'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTGEE00059'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTPRE00030'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEL00047'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEL00048'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEL00049'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='213'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTPRE00031'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTCAT00045'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTPRE00031'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEL00039'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEE00040'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTMUR00041'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='214'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTFAT00032'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTFAT00034'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTFAT00032'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTFAT00035'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='215'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTKEM00033'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTKEM00037'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTKEM00033'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTKEM00038'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='216'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTFAT00034'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTFAT00034'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='217'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTFAT00035'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTFAT00035'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='218'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTNOO00036'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTNOO00036'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='219'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTKEM00037'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTKEM00037'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='220'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTKEM00038'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTKEM00038'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='221'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSEL00039'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEE00040'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSEL00039'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTMUR00041'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='222'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSEE00040'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSEE00040'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='223'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTMUR00041'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTMUR00041'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='224'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTRAJ00042'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTRAJ00042'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='225'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTEBI00043'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTEBI00043'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='226'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTRAM00044'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTRAM00044'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='227'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTCAT00045'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTCAT00045'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='228'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTVAS00046'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTVAS00046'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='229'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSEL00047'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEL00048'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSEL00047'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSEL00049'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='230'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSEL00048'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSEL00048'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='231'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSEL00049'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSEL00049'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='232'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTMAR00050'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTMAR00050'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTMAR00052'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='233'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTMAR00051'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTMAR00051'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='234'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTMAR00052'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTMAR00052'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTNAV00053'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='235'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTNAV00053'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTNAV00053'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='236'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTNAN00054'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTNAN00054'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='237'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTMAD00055'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTKAR00058'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTMAD00055'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTGEE00059'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='238'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTBAB00056'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSAN00057'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTBAB00056'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='239'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSAN00057'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSAN00057'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='240'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTKAR00058'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTVIN00073'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTKAR00058'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTVIN00075'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='241'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTGEE00059'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTCHA00063'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTGEE00059'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='242'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTANJ00060'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTANJ00060'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTANJ00062'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='243'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTANJ00061'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTANJ00061'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='244'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTANJ00062'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTANJ00062'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='245'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTCHA00063'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTCHA00063'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='246'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTMOH00064'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTAYU00065'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTMOH00064'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTHUM00066'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='247'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTAYU00065'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTFOU00067'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTAYU00065'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='248'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTHUM00066'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTAMR00068'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTHUM00066'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='249'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTFOU00067'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTFOU00067'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='250'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTAMR00068'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTAMR00068'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='251'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTDAR00069'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTDAR00071'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTDAR00069'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTDAR00070'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='252'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTDAR00070'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTBHA00072'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTDAR00070'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='253'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTDAR00071'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTDAR00071'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='254'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTBHA00072'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTBHA00072'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='255'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTVIN00073'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `ParentCode`='WTSHI00076'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTVIN00073'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='256'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTKCC00074'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTKCC00074'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='257'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTVIN00075'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTVIN00075'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='258'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WTSHI00076'
[2020-11-18 17:32:07]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`='WTSHI00076'
[2020-11-18 17:32:07]	select * from _tbl_orders where MemberID='259'
[2020-11-18 17:32:42]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`=''
[2020-11-18 17:32:42]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`=''
[2020-11-18 17:32:42]	select (sum(Credits)-sum(Debits)) as bal from  _tbl_wallet_earnings where MemberID='2'
[2020-11-18 17:32:42]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:32:42]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:32:42]	select * from _tbl_member_bank_details where MemberID='254'
[2020-11-18 17:32:42]	select * from _tbl_member_nominee_details where MemberID='254'
[2020-11-18 17:32:42]	SELECT * FROM `_tbl_Settings_Packages` where PackageID='1'
[2020-11-18 17:32:42]	select * from _tbl_master_statenames order by StateName
[2020-11-18 17:32:43]	select * from _tbl_master_districtnames where StateID='0'
[2020-11-18 17:33:15]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`=''
[2020-11-18 17:33:15]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`=''
[2020-11-18 17:33:15]	select (sum(Credits)-sum(Debits)) as bal from  _tbl_wallet_earnings where MemberID='2'
[2020-11-18 17:33:15]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:15]	select * from `_tbl_Settings_Params` where ParamCode in ('IsMobileIsMandatory')
[2020-11-18 17:33:15]	select * from `_tbl_Settings_Params` where ParamCode in ('AllowDuplicateMobile')
[2020-11-18 17:33:15]	select * from `_tbl_Settings_Params` where ParamCode in ('IsEmailMandatory')
[2020-11-18 17:33:15]	select * from `_tbl_Settings_Params` where ParamCode in ('IsPanCardIsMandatory')
[2020-11-18 17:33:15]	update _tbl_Members set PanCard        = '',
                                                     MemberEmail    = '',
                                                     MobileNumber   = '9916871835',
                                                     MemberName     = 'Darshan.L',
                                                     MemberPassword = 'wtgmpl',
                                                     MemberTxnPassword = 'wtgmplst',
                                                     Sex            = 'Male',                           
                                                     AdhaarCard     = '',
                                                     AddressLine1   = '',
                                                     AddressLine2   = '',
                                                     DateofBirth    = '1970-1-1',
                                                     PinCode        = '' where MemberCode='WTDAR00071'
[2020-11-18 17:33:15]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:15]	select * from _tbl_member_bank_details where MemberID='254'
[2020-11-18 17:33:15]	select * from _tbl_member_nominee_details where MemberID='254'
[2020-11-18 17:33:15]	SELECT * FROM `_tbl_Settings_Packages` where PackageID='1'
[2020-11-18 17:33:15]	select * from _tbl_master_statenames order by StateName
[2020-11-18 17:33:16]	select * from _tbl_master_districtnames where StateID='0'
[2020-11-18 17:33:25]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`=''
[2020-11-18 17:33:25]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`=''
[2020-11-18 17:33:25]	select (sum(Credits)-sum(Debits)) as bal from  _tbl_wallet_earnings where MemberID='2'
[2020-11-18 17:33:25]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:25]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:25]	select * from _tbl_member_bank_details where MemberID='254'
[2020-11-18 17:33:25]	select * from _tbl_member_nominee_details where MemberID='254'
[2020-11-18 17:33:25]	SELECT * FROM `_tbl_Settings_Packages` where PackageID='1'
[2020-11-18 17:33:25]	select * from _tbl_master_statenames order by StateName
[2020-11-18 17:33:26]	select * from _tbl_master_districtnames where StateID='0'
[2020-11-18 17:33:30]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`=''
[2020-11-18 17:33:30]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`=''
[2020-11-18 17:33:30]	select (sum(Credits)-sum(Debits)) as bal from  _tbl_wallet_earnings where MemberID='2'
[2020-11-18 17:33:30]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:30]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:30]	select * from _tbl_member_bank_details where MemberID='254'
[2020-11-18 17:33:30]	select * from _tbl_member_nominee_details where MemberID='254'
[2020-11-18 17:33:30]	SELECT * FROM `_tbl_Settings_Packages` where PackageID='1'
[2020-11-18 17:33:30]	select * from _tbl_master_statenames order by StateName
[2020-11-18 17:33:31]	select * from _tbl_master_districtnames where StateID='0'
[2020-11-18 17:33:31]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`=''
[2020-11-18 17:33:31]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`=''
[2020-11-18 17:33:31]	select (sum(Credits)-sum(Debits)) as bal from  _tbl_wallet_earnings where MemberID='2'
[2020-11-18 17:33:31]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:31]	select * from `_tbl_Members` where  `MemberCode`='WTDAR00071'
[2020-11-18 17:33:31]	select * from _tbl_member_bank_details where MemberID='254'
[2020-11-18 17:33:31]	select * from _tbl_member_nominee_details where MemberID='254'
[2020-11-18 17:33:31]	SELECT * FROM `_tbl_Settings_Packages` where PackageID='1'
[2020-11-18 17:33:31]	select * from _tbl_master_statenames order by StateName
[2020-11-18 17:33:32]	select * from _tbl_master_districtnames where StateID='0'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`=''
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `Position`='R' and `ParentCode`=''
[2020-11-18 17:33:33]	select (sum(Credits)-sum(Debits)) as bal from  _tbl_wallet_earnings where MemberID='2'
[2020-11-18 17:33:33]	SELECT * FROM `_tbl_Settings_Packages` where PackageID='1'
[2020-11-18 17:33:33]	
        SELECT * FROM _tbl_Members LEFT JOIN
            _tbl_Settings_Packages ON _tbl_Members.CurrentPackageID=_tbl_Settings_Packages.PackageID where _tbl_Settings_Packages.PackageID='1'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `Position`='L' and `ParentCode`='WT000001'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTSTE00002'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTSTE00004'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTSHE00008'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTPRE00016'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTFAT00032'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTFAT00034'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTNOO00036'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTFAT00035'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTNAN00054'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTKEM00033'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTKEM00037'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTRAJ00042'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTEBI00043'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTRAM00044'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTKEM00038'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTPRE00017'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTVAS00046'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTMAR00050'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTMAR00051'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTANJ00060'
[2020-11-18 17:33:33]	select * from `_tblPlacements` where `ParentCode`='WTANJ00061'
